web-scraper-order,web-scraper-start-url,champion,champion-href,Counters,Countered
"1515287091-2467","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ahri","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ahri/","Lucian",""
"1515286013-11","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zyra","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zyra/","","Taric"
"1515286920-2031","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ezreal","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ezreal/","","Tristana"
"1515286091-221","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Warwick","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Warwick/","Hecarim",""
"1515286140-374","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Varus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Varus/","","MissFortune"
"1515286665-1477","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kindred","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kindred/","Ezreal",""
"1515286502-1076","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Olaf","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Olaf/","","MonkeyKing"
"1515286582-1282","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Malzahar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Malzahar/","Leblanc",""
"1515286305-651","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Soraka","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Soraka/","Morgana",""
"1515286570-1244","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Master Yi","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/MasterYi/","Gragas",""
"1515286929-2057","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Elise","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Elise/","Amumu",""
"1515286752-1726","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jax","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jax/","","Garen"
"1515286280-604","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Tahm Kench","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/TahmKench/","","Janna"
"1515286528-1143","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nautilus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nautilus/","Sona",""
"1515286891-1933","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gangplank","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gangplank/","Akali",""
"1515286495-1060","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Orianna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Orianna/","","Veigar"
"1515286615-1352","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lucian","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lucian/","Jhin",""
"1515286322-691","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Skarner","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Skarner/","MonkeyKing",""
"1515286369-817","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sejuani","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sejuani/","Khazix",""
"1515286738-1686","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jhin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jhin/","","Twitch"
"1515286946-2115","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Dr. Mundo","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/DrMundo/","Tryndamere",""
"1515286534-1160","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nasus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nasus/","Chogath",""
"1515286206-456","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Tryndamere","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Tryndamere/","Rengar",""
"1515286240-514","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Thresh","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Thresh/","","Taric"
"1515287063-2423","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Amumu","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Amumu/","","XinZhao"
"1515286140-378","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Varus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Varus/","","Jinx"
"1515286752-1714","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jax","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jax/","Tryndamere",""
"1515286120-314","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vel'Koz","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Velkoz/","Viktor",""
"1515286716-1616","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Karthus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Karthus/","","Akali"
"1515286564-1230","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Miss Fortune","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/MissFortune/","Jhin",""
"1515286055-113","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Yorick","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Yorick/","Urgot",""
"1515287073-2431","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Alistar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Alistar/","Xerath",""
"1515286950-2135","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Diana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Diana/","","Shyvana"
"1515286908-1996","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Fiora","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Fiora/","","TahmKench"
"1515286865-1863","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Graves","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Graves/","Ezreal",""
"1515286553-1221","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Mordekaiser","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Mordekaiser/","","Kayle"
"1515286929-2056","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Elise","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Elise/","Hecarim",""
"1515286570-1250","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Master Yi","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/MasterYi/","Kindred",""
"1515286946-2114","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Dr. Mundo","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/DrMundo/","Elise",""
"1515286454-962","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rakan","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rakan/","Blitzcrank",""
"1515286721-1624","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Karma","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Karma/","Xerath",""
"1515286434-924","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rek'Sai","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/RekSai/","Amumu",""
"1515286642-1427","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","LeBlanc","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Leblanc/","Brand",""
"1515286109-277","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Viktor","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Viktor/","Zed",""
"1515286454-958","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rakan","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rakan/","Xerath",""
"1515286495-1048","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Orianna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Orianna/","Ezreal",""
"1515286343-753","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Singed","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Singed/","","Kennen"
"1515286897-1953","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Galio","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Galio/","Fizz",""
"1515286733-1662","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jinx","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jinx/","Xayah",""
"1515286968-2195","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Cho'Gath","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Chogath/","","Warwick"
"1515286553-1219","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Mordekaiser","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Mordekaiser/","","Teemo"
"1515286031-48","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zilean","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zilean/","","Teemo"
"1515286444-937","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rammus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rammus/","Ezreal",""
"1515286240-506","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Thresh","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Thresh/","Karma",""
"1515286231-504","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Tristana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Tristana/","","Ashe"
"1515286631-1397","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Leona","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Leona/","","Shen"
"1515287042-2363","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ashe","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ashe/","Kalista",""
"1515286553-1224","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Mordekaiser","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Mordekaiser/","","Fiora"
"1515286091-234","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Warwick","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Warwick/","","Twitch"
"1515286637-1412","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lee Sin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/LeeSin/","Camille",""
"1515286897-1960","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Galio","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Galio/","","Lulu"
"1515286597-1326","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lux","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lux/","","Zilean"
"1515286195-434","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Twisted Fate","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/TwistedFate/","Galio",""
"1515286674-1504","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kha'Zix","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Khazix/","","Warwick"
"1515286400-897","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rengar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rengar/","","Warwick"
"1515286588-1302","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Malphite","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Malphite/","Fiora",""
"1515286369-824","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sejuani","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sejuani/","","Shyvana"
"1515286897-1948","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Galio","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Galio/","Cassiopeia",""
"1515286502-1065","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Olaf","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Olaf/","Vayne",""
"1515286289-615","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Syndra","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Syndra/","Ryze",""
"1515286240-520","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Thresh","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Thresh/","","Braum"
"1515286963-2170","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Corki","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Corki/","","AurelionSol"
"1515286206-464","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Tryndamere","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Tryndamere/","","Kennen"
"1515286025-31","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zoe","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zoe/","","Alistar"
"1515286091-230","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Warwick","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Warwick/","","Evelynn"
"1515286946-2110","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Dr. Mundo","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/DrMundo/","Heimerdinger",""
"1515286091-228","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Warwick","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Warwick/","","Jax"
"1515286253-558","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Taric","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Taric/","","Braum"
"1515286314-670","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sona","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sona/","Velkoz",""
"1515286925-2045","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Evelynn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Evelynn/","","Udyr"
"1515287055-2403","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Anivia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Anivia/","Karma",""
"1515286873-1877","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gragas","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gragas/","Rammus",""
"1515286364-800","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Shaco","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Shaco/","Elise",""
"1515286648-1448","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kog'Maw","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/KogMaw/","Tristana",""
"1515286184-417","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Twitch","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Twitch/","Caitlyn",""
"1515286733-1670","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jinx","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jinx/","","KogMaw"
"1515286570-1253","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Master Yi","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/MasterYi/","","Jax"
"1515287099-2485","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Aatrox","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Aatrox/","Graves",""
"1515286553-1222","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Mordekaiser","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Mordekaiser/","","Rengar"
"1515286534-1170","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nasus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nasus/","","Kled"
"1515286935-2084","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ekko","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ekko/","","Katarina"
"1515287073-2448","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Alistar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Alistar/","","Shen"
"1515286377-840","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ryze","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ryze/","","Diana"
"1515286127-331","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Veigar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Veigar/","Syndra",""
"1515286140-369","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Varus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Varus/","Sivir",""
"1515286495-1053","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Orianna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Orianna/","Karma",""
"1515286377-830","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ryze","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ryze/","Leblanc",""
"1515286297-636","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Swain","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Swain/","Cassiopeia",""
"1515286377-836","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ryze","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ryze/","Zed",""
"1515286061-133","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Yasuo","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Yasuo/","Urgot",""
"1515286622-1384","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lissandra","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lissandra/","","Annie"
"1515286275-580","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Taliyah","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Taliyah/","Ryze",""
"1515287036-2349","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Aurelion Sol","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/AurelionSol/","Orianna",""
"1515287073-2433","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Alistar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Alistar/","Teemo",""
"1515287055-2405","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Anivia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Anivia/","","Thresh"
"1515286050-105","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zac","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zac/","","Shaco"
"1515286865-1864","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Graves","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Graves/","","Evelynn"
"1515286096-251","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Volibear","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Volibear/","","Leona"
"1515286752-1712","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jax","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jax/","Hecarim",""
"1515287080-2460","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Akali","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Akali/","","Heimerdinger"
"1515286637-1417","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lee Sin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/LeeSin/","","Udyr"
"1515286077-194","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xayah","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Xayah/","","Twitch"
"1515286946-2117","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Dr. Mundo","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/DrMundo/","","Illaoi"
"1515286253-546","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Taric","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Taric/","Shen",""
"1515286314-673","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sona","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sona/","Brand",""
"1515286648-1455","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kog'Maw","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/KogMaw/","","Twitch"
"1515286963-2172","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Corki","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Corki/","","Cassiopeia"
"1515286146-379","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Urgot","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Urgot/","Poppy",""
"1515286335-738","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sion","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sion/","","MonkeyKing"
"1515286770-1759","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Janna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Janna/","","Lulu"
"1515286674-1495","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kha'Zix","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Khazix/","Nocturne",""
"1515286920-2020","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ezreal","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ezreal/","Ashe",""
"1515287099-2488","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Aatrox","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Aatrox/","Kayn",""
"1515287063-2428","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Amumu","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Amumu/","","Elise"
"1515286885-1921","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Garen","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Garen/","","Singed"
"1515286521-1134","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nidalee","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nidalee/","","Jax"
"1515287042-2376","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ashe","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ashe/","","Draven"
"1515286377-834","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ryze","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ryze/","Teemo",""
"1515286055-114","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Yorick","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Yorick/","TahmKench",""
"1515286509-1086","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nunu","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nunu/","Rammus",""
"1515286077-190","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xayah","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Xayah/","","MissFortune"
"1515286245-533","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Teemo","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Teemo/","","Malzahar"
"1515286025-33","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zoe","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zoe/","","Lulu"
"1515286597-1330","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lux","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lux/","","Janna"
"1515286314-680","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sona","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sona/","","Braum"
"1515286394-878","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Riven","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Riven/","","Teemo"
"1515286349-757","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Shyvana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Shyvana/","Gragas",""
"1515287048-2390","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Annie","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Annie/","","Taric"
"1515286770-1756","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Janna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Janna/","","Nami"
"1515286985-2248","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Caitlyn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Caitlyn/","","MissFortune"
"1515286940-2105","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Draven","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Draven/","","Varus"
"1515286761-1729","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jarvan IV","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/JarvanIV/","Gragas",""
"1515286073-166","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xerath","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Xerath/","Ryze",""
"1515286832-1793","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Irelia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Irelia/","","MonkeyKing"
"1515286067-147","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xin Zhao","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/XinZhao/","Rengar",""
"1515287055-2399","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Anivia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Anivia/","Ezreal",""
"1515286963-2168","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Corki","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Corki/","Ryze",""
"1515286482-1010","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Pantheon","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Pantheon/","Akali",""
"1515286364-793","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Shaco","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Shaco/","Gragas",""
"1515287010-2297","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Blitzcrank","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Blitzcrank/","","Taric"
"1515286891-1928","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gangplank","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gangplank/","Renekton",""
"1515286134-356","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vayne","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Vayne/","","Ezreal"
"1515286104-259","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vladimir","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Vladimir/","Zed",""
"1515286553-1212","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Mordekaiser","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Mordekaiser/","Shen",""
"1515286245-524","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Teemo","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Teemo/","Renekton",""
"1515286038-58","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ziggs","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ziggs/","Akali",""
"1515287010-2304","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Blitzcrank","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Blitzcrank/","","Rakan"
"1515286349-761","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Shyvana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Shyvana/","Maokai",""
"1515286631-1391","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Leona","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Leona/","Veigar",""
"1515287091-2472","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ahri","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ahri/","Syndra",""
"1515286695-1549","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kayle","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kayle/","Poppy",""
