web-scraper-order,web-scraper-start-url,champion,champion-href,Counters,Countered
"1515286622-1385","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lissandra","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lissandra/","","Gangplank"
"1515286597-1328","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lux","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lux/","","Leona"
"1515286343-755","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Singed","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Singed/","","JarvanIV"
"1515286134-346","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vayne","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Vayne/","Kalista",""
"1515286444-946","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rammus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rammus/","","Shyvana"
"1515286206-451","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Tryndamere","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Tryndamere/","Vayne",""
"1515286576-1272","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Maokai","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Maokai/","","Kayle"
"1515286782-1781","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ivern","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ivern/","","XinZhao"
"1515286738-1682","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jhin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jhin/","Draven",""
"1515286553-1217","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Mordekaiser","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Mordekaiser/","","Singed"
"1515286832-1797","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Irelia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Irelia/","","Malphite"
"1515286770-1754","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Janna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Janna/","Morgana",""
"1515286738-1683","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jhin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jhin/","MissFortune",""
"1515286727-1649","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kalista","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kalista/","","KogMaw"
"1515286553-1210","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Mordekaiser","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Mordekaiser/","Swain",""
"1515286349-772","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Shyvana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Shyvana/","","Jax"
"1515286963-2166","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Corki","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Corki/","Brand",""
"1515286985-2240","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Caitlyn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Caitlyn/","Varus",""
